"Id","Menu","Nivel","Padre","Ruta","ClaimMenu","Claim","Estado","Actual","OrigenAngular","VistaSQL","ApiVieja","ModeloViejo","Regla","Accion"
"884","Base Gravable IMSS","2","880","/nomina/configuracion/imss/base-gravable","Base_Gravable_IMSS","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomTablaFiscals.razor","","","grp-extreme-api\src\modules\sis\baseGravable","grp-extreme\src\app\core\models\sis\basegravable","Simple: catalogo/entidad directa","Migrado a CRUD NOM.TablaFiscal; vista especifica preparada segun regla FK/vista"
"900","Configuracion RH","0","7","/rh/configuracion","Configuracion_RH","OK","MIGRADO","FrontEnd\\EG.Web\\Pages\\Modules\\Nomina\\NominaOperaciones.razor","","","","","Simple: catalogo/entidad directa","Migrado a visor operativo NOM.spOperacionNomina_List; proceso final queda por SP especifico cuando aplique"
"901","Plazas Autorizadas","1","900","/rh/configuracion/plazas","Plazas_Autorizadas","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomPlazasAutorizadas.razor","","","","","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"902","Universo","1","900","/rh/configuracion/universo","Universo","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomUniversos.razor","","","grp-extreme-api\src\modules\rh\universo","grp-extreme\src\app\core\models\rh\universo","Simple: catalogo/entidad directa",""
"903","Nivel","1","900","/rh/configuracion/nivel","Nivel","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomNiveles.razor","","","grp-extreme-api\src\modules\rh\nivel","grp-extreme\src\app\core\models\rh\nivel","Simple: catalogo/entidad directa",""
"904","Sexo","1","900","/rh/configuracion/sexo","Sexo","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\sexo","grp-extreme\src\app\core\models\sis\sexo","Simple: catalogo/entidad directa",""
"905","Estado Civil","1","900","/rh/configuracion/estado-civil","Estado_Civil","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomEstadosCiviles.razor","","","grp-extreme-api\src\modules\sis\estadoCivil","grp-extreme\src\app\core\models\sis\estadocivil","Simple: catalogo/entidad directa",""
"906","Escolaridad","1","900","/rh/configuracion/escolaridad","Escolaridad","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomEscolaridades.razor","BD_GRP_INVEA.dbo.SIS_Escolaridad","SIS.Escolaridad","grp-extreme-api\src\modules\sis\escolaridad","grp-extreme\src\app\core\models\sis\escolaridad","Entidad directa SIS","Migrado a CRUD propio NomEscolaridad"
"907","Tipo de Parentesco","1","900","/rh/configuracion/parentesco","Tipo_Parentesco","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomParentescos.razor","","SIS.Parentesco","grp-extreme-api\src\modules\sis\parentesco","grp-extreme\src\app\core\models\sis\parentesco","Entidad directa SIS","Espejo NOM.CatalogoSimple conservado temporalmente por FKs operativas"
"908","Estado","1","900","/rh/configuracion/estado","Estado","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\estado","grp-extreme\src\app\core\models\sis\estado","Simple: catalogo/entidad directa",""
"909","Banco","1","900","/rh/configuracion/banco","Banco","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\banco","grp-extreme\src\app\core\models\sis\banco","Simple: catalogo/entidad directa",""
"910","Municipio","1","900","/rh/configuracion/municipio","Municipio","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\municipio","grp-extreme\src\app\core\models\sis\municipio","Simple: catalogo/entidad directa",""
"911","Contratos","1","900","/rh/configuracion/contratos","Contratos","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomContratosLaborales.razor","","RH_VW_Contratos_Todos.sql","grp-extreme-api\src\modules\orco\contratos","grp-extreme\src\app\core\models\orco\contratos","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"912","Base Pago","2","911","/rh/configuracion/contratos/base-pago","Base_Pago","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\basePago","grp-extreme\src\app\core\models\sis\basepago","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"913","Metodo de Pago","2","911","/rh/configuracion/contratos/metodo-pago","Metodo_Pago","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomMedodoPagos.razor","SIS.MedodoPago","","","","Entidad directa sin vista ni SP","Migrar dbo.SIS_MedodoPago a SIS.MedodoPago"
"914","Tipo de Regimen","2","911","/rh/configuracion/contratos/tipo-regimen","Tipo_Regimen","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\tipoRegimen","grp-extreme\src\app\core\models\sis\tiporegimen","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"915","Base de Cotizacion","2","911","/rh/configuracion/contratos/base-cotizacion","Base_Cotizacion","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\baseCotizacion","grp-extreme\src\app\core\models\sis\basecotizacion","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"916","Zona Geografica","2","911","/rh/configuracion/contratos/zona-geografica","Zona_Geografica","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\zonaGeografica","grp-extreme\src\app\core\models\sis\zonageografica","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"917","Dia de la Semana","2","911","/rh/configuracion/contratos/dia-semana","Dia_Semana","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomDiaSemanas.razor","SIS.DiaSemana","","grp-extreme-api\src\modules\sis\diaSemana","grp-extreme\src\app\core\models\sis\diasemana","Entidad directa sin vista ni SP","Migrar dbo.SIS_DiaSemana a SIS.DiaSemana"
"918","Tipo de Sangre","1","900","/rh/configuracion/tipo-sangre","Tipo_Sangre","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\tipoSangre","grp-extreme\src\app\core\models\sis\tiposangre","Simple: catalogo/entidad directa",""
"919","Profesion","1","900","/rh/configuracion/profesion","Profesion","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\profesion","","Simple: catalogo/entidad directa",""
"920","Regimen Fiscal","1","900","/rh/configuracion/regimen-fiscal","Regimen_Fiscal","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\regimenFiscal","","Simple: catalogo/entidad directa",""
"921","Pais","1","900","/rh/configuracion/pais","Pais","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\pais","grp-extreme\src\app\core\models\sis\pais","Simple: catalogo/entidad directa",""
"922","Periodo de Pago","1","900","/rh/configuracion/periodo-pago","Periodo_Pago","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\periodoPago","grp-extreme\src\app\core\models\sis\periodopago","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"923","Tipo Documento RH","1","900","/rh/configuracion/tipo-documento","Tipo_Documento_RH","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\orco\tipoDocumento","grp-extreme\src\app\core\models\orco\tipodocumento","Simple: catalogo/entidad directa",""
"924","Tipo Expediente","1","900","/rh/configuracion/tipo-expediente","Tipo_Expediente","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\sis\tipoExpediente","grp-extreme\src\app\core\models\sis\tipoexpediente","Simple: catalogo/entidad directa",""
"925","Opcion Jubilacion","1","900","/rh/configuracion/opcion-jubilacion","Opcion_Jubilacion","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\rh\opcionJubilacion","grp-extreme\src\app\core\models\rh\opcionjubilacion","Simple: catalogo/entidad directa",""
"926","Situacion Persona","1","900","/rh/configuracion/situacion-persona","Situacion_Persona","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\rh\situacionPersona","grp-extreme\src\app\core\models\rh\situacionpersona","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"927","Situacion Plaza","1","900","/rh/configuracion/situacion-plaza","Situacion_Plaza","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\rh\situacionPlaza","grp-extreme\src\app\core\models\rh\situacionplaza","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"928","Situacion Movimiento","1","900","/rh/configuracion/situacion-movimiento","Situacion_Movimiento","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","grp-extreme-api\src\modules\rh\situacionMovimiento","grp-extreme\src\app\core\models\rh\situacionmovimiento","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"929","Clase Movimiento","1","900","/rh/configuracion/clase-movimiento","Clase_Movimiento","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","","","","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
"930","Movimiento RH","1","900","/rh/configuracion/movimiento","Movimiento_RH","OK","MIGRADO","FrontEnd\EG.Web\Pages\Modules\Nomina\Configuration\Catalogos\NomCatalogosSimples.razor","","RH_VW_MovimientosXQuincena.sql","grp-extreme-api\src\modules\rh\movimiento","grp-extreme\src\app\core\models\rh\movimiento","FK: vista para lectura + entidad/SP para guardar","Preparar Vw* para joins/FK"
